torso_tilt_deg,hip_velocity_mps,shoulder_accel_mps2,left_knee_angle,right_knee_angle,cog_shift_x,label
26.05450384228442,0.8490556778963974,0.9931818015284151,152.6371173827184,143.72278037356998,0.15134191871009173,LOSS_OF_BALANCE
16.254738248176217,0.5630984153171903,0.355632406873146,161.89859090150225,168.34600845582045,0.14953393766727308,LOSS_OF_BALANCE
4.849185137510984,0.39968600320588366,0.25860432840829456,170.14271993012036,166.26602198563654,0.014507025178927248,NORMAL
55.92292609694604,1.495654032023714,1.9704307054990755,112.20937472298624,125.6477372940652,0.525100173606224,PRE_FALL
38.84999903906623,1.249020127425559,1.4494670124771085,131.65261745235344,111.10218151752403,0.6177231533353952,PRE_FALL
16.74233284898498,0.6345062738356864,0.7682646188454332,146.6170355585393,166.46858172787796,0.33907724954646473,LOSS_OF_BALANCE
60.137262699971714,2.7618388112756476,3.2178956164528083,79.74812750788573,100.9255826126998,0.895133312959626,FALL
83.10973586329676,2.931754866176497,2.934177765350026,87.78378723756148,86.39006230735149,0.8381932934780885,FALL
18.14552868583926,0.6184337335917324,0.7301328001378948,149.75872088554303,140.81513577251894,0.11755053467606977,LOSS_OF_BALANCE
2.022108907691489,0.06360588234698245,0.2076631588533502,165.89477579451398,167.04752249022303,0.08516513665432802,NORMAL
61.94405890712267,2.741168755321147,2.11615627345184,93.24123540595173,84.78375539479487,0.996269864459018,FALL
46.24406860610134,1.5231187694596808,1.525050785143824,143.67367146653953,143.0149869858322,0.5061806457930462,PRE_FALL
60.86344884875449,3.092709915010398,2.8110720934315694,89.43287057493353,89.15744831862423,0.9600321824065452,FALL
34.75010882173644,1.9137412483607887,1.0377881366824542,121.58085735845177,111.18688619359583,0.5815499589408784,PRE_FALL
61.27714488780255,3.0797513793962583,3.2102382266281415,89.31871711981302,108.75284971075061,0.8789742592756172,FALL
26.683144859673632,0.762579759342944,0.6107667238062093,162.3182713659528,162.19738294376083,0.21412496950301743,LOSS_OF_BALANCE
4.422101052342516,0.07290923759513879,0.013463265279411973,177.2725788019772,167.99527820408633,0.03738207903205694,NORMAL
69.48640060502412,3.3830739897855953,3.546947960247513,99.73926049694796,101.69388714786609,0.9996380839406951,FALL
70.36278655095563,3.4433541462696917,3.819174382819342,89.56035791342921,103.3769099013303,0.9017923661893276,FALL
6.892499802840422,0.1790837486252157,0.040419652128285674,178.47994566405063,172.2795319974377,0.043750000416505924,NORMAL
14.066439634047281,0.5631168261684035,0.4713127658359449,160.54140729204153,165.37005188515974,0.2122773431352037,LOSS_OF_BALANCE
6.8072689505067885,0.015785256671049686,0.2844615512352904,166.64843282000544,165.28406051259918,0.03136924834458552,NORMAL
30.621538795734885,1.6036077969958673,1.056850071205241,114.72321864847126,111.69205633116768,0.4467728231397356,PRE_FALL
